Name,Light-Years From Earth,Planet-Mass,Stellar-magnitude,Discovery-Date
K2-206 b,797,8.22 Earths,13.084,2018
K2-223 b,648,0.64 Earths,11.443,2018
K2-223 c,648,3.09 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-217 b,1246,12.5 Earths,12.264,2018
K2-218 b,1285,7.13 Earths,12.92,2018
K2-219 b,1061,2.38 Earths,12.09,2018
K2-219 c,1061,2.66 Earths,12.09,2018
K2-219 d,1061,7.16 Earths,12.09,2018
K2-21 b,273,4.04 Earths,12.851,2015
K2-21 c,273,6.76 Earths,12.851,2015
K2-220 b,762,6.3 Earths,11.873,2018
K2-221 b,1040,3.46 Earths,12.571,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-223 b,648,0.64 Earths,11.443,2018
K2-223 c,648,3.09 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-223 b,648,0.64 Earths,11.443,2018
K2-223 c,648,3.09 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.236 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.236 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-244 b,694,3.71 Earths,11.78,2018
K2-245 b,1488,17.4 Earths,12.755,2018
K2-246 b,2295,12 Earths,14.792,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-248 b,1325,7.13 Earths,13.497,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-24 c,556,15.4 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-252 b,746,3.68 Earths,12.93,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-261 b,696,0.223 Jupiters,10.612,2018
K2-263 b,530,14.8 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.57 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,8.8 Earths,13.872,2018
K2-273 b,1005,17.9 Earths,13.246,2018
K2-274 b,745,5.48 Earths,13.181,2018
K2-275 b,403,5.65 Earths,11.974,2018
K2-275 c,403,6.08 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-277 b,369,4.94 Earths,10.364,2018
K2-278 b,2565,9.17 Earths,13.446,2018
K2-279 b,597,1.92 Earths,11.491,2018
K2-27 b,814,30.9 Earths,12.689,2016
K2-280 b,1277,0.144 Jupiters,12.524,2018
K2-281 b,1494,0.16 Jupiters,15.048,2018
K2-282 b,1619,8.35 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-284 b,350,8.15 Earths,13.265,2018
K2-285 b,505,9.68 Earths,12.075,2018
K2-285 c,505,15.68 Earths,12.075,2018
K2-285 d,505,6.5 Earths,12.075,2018
K2-285 e,505,10.7 Earths,12.075,2018
K2-286 b,248,5.06 Earths,12.881,2018
K2-287 b,516,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,895,0.192 Jupiters,14.81,2019
K2-28 b,205,5.99 Earths,16.526,2016
K2-290 b,890,10.9 Earths,11.114,2019
K2-290 c,890,0.774 Jupiters,11.114,2019
K2-291 b,294,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.885,2019
K2-293 b,1280,6.57 Earths,13.44,2019
K2-294 b,1217,3.39 Earths,12.649,2019
K2-295 b,759,0.335 Jupiters,13.8941,2018
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-32 b,514,15 Earths,12.304,2016
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-32 b,514,15 Earths,12.304,2016
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-34 b,1137,1.698 Jupiters,11.447,2016
K2-35 b,824,2.3 Earths,14.166,2016
K2-35 c,824,4.38 Earths,14.166,2016
K2-36 b,358,3.9 Earths,11.726,2016
K2-36 c,358,7.8 Earths,11.726,2016
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-5 b,662,4.31 Earths,14.974,2015
K2-5 c,662,5.73 Earths,14.974,2015
K2-60 b,1604,0.426 Jupiters,12.857,2016
K2-61 b,1323,6.71 Earths,13.173,2016
K2-62 b,367,5.22 Earths,12.391,2016
K2-71 b,500,5.27 Earths,16.14,2016
K2-72 b,217,1.28 Earths,15.37,2016
K2-72 c,217,1.65 Earths,15.37,2016
K2-72 d,217,1.01 Earths,15.37,2016
K2-72 e,217,2.21 Earths,15.37,2016
K2-73 b,878,6.57 Earths,11.345,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-75 b,1833,7.61 Earths,12.803,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-81 b,823,4.54 Earths,14.314,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-83 c,409,2.8 Earths,14.522,2016
K2-84 b,929,6.39 Earths,13.386,2016
K2-84 c,929,4.78 Earths,13.386,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,14.3 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
K2-95 b,587,14.3 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
Kepler-1000 b,3639,20.3 Earths,13.23,2016
Kepler-1001 b,3030,10.1 Earths,15.582,2016
Kepler-1001 c,3030,3.11 Earths,15.582,2020
Kepler-1002 b,1332,3.57 Earths,11.821,2016
Kepler-1003 b,3072,3.82 Earths,14.132,2016
Kepler-1004 b,3760,32.5 Earths,13.705,2016
Kepler-1005 b,1852,2.86 Earths,13.371,2016
Kepler-1006 b,3529,2.99 Earths,14.467,2016
Kepler-1007 b,1191,2.67 Earths,14.981,2016
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
